transaction_id,date,store_id,store_name,region,product_category,product_name,units_sold,unit_price,unit_cost,discount_pct,revenue,cost,profit,payment_method,customer_segment
TXN19370,2024-04-01,ST05,Magnolia Square,Southeast,Apparel,Running Shoes,3,73.8,47.42,0.0,221.4,142.26,79.14,Cash,Returning
TXN27426,2024-10-13,ST02,Harborview,Northeast,Electronics,Gaming Mouse,2,379.74,329.27,5.0,721.5,658.54,62.96,Credit Card,Returning
TXN24213,2024-07-23,ST05,Magnolia Square,Southeast,Groceries,Pasta Pack,2,20.12,16.78,0.0,40.24,33.56,6.68,Credit Card,VIP
TXN25200,2024-08-15,ST06,Riverside,Southeast,Home & Garden,Patio Chair,2,50.44,28.17,0.0,100.88,56.34,44.54,Credit Card,VIP
TXN1386,2023-01-15,ST01,Maple Street,Northeast,Home & Garden,Throw Pillow,2,134.73,92.45,0.0,269.46,184.9,84.56,Cash,VIP
TXN19587,2024-04-07,ST04,Lakeview,Midwest,Home & Garden,Throw Pillow,5,89.89,61.1,0.0,449.45,305.5,143.95,Credit Card,New
TXN1902,2023-02-01,ST02,Harborview,Northeast,Home & Garden,Wall Clock,1,206.05,113.72,0.0,206.05,113.72,92.33,Credit Card,Returning
TXN6558,2023-06-07,ST01,Maple Street,Northeast,Electronics,Smart Watch,2,774.86,620.61,5.0,1472.24,1241.22,231.02,Debit Card,Returning
TXN16521,2024-01-05,ST04,Lakeview,Midwest,Apparel,Wool Sweater,6,93.81,52.41,0.0,562.86,314.46,248.4,Debit Card,VIP
TXN1551,2023-01-21,ST01,Maple Street,Northeast,Apparel,Cotton T-Shirt,1,114.08,60.92,0.0,114.08,60.92,53.16,Credit Card,New
TXN13808,2023-11-20,ST03,Sunset Plaza,West,Groceries,Olive Oil,2,3.75,3.34,0.0,7.5,6.68,0.82,Cash,Returning
TXN22845,2024-06-24,ST04,Lakeview,Midwest,Apparel,Casual Sneakers,3,94.18,58.19,0.0,282.54,174.57,107.97,Cash,New
TXN12351,2023-10-27,ST05,Magnolia Square,Southeast,Electronics,Gaming Mouse,6,561.8,431.15,15.0,2865.18,2586.9,278.28,Mobile Payment,Returning
TXN22931,2024-06-26,ST03,Sunset Plaza,West,Home & Garden,Ceramic Vase,4,33.09,18.93,0.0,132.36,75.72,56.64,Debit Card,New
TXN15037,2023-12-10,ST06,Riverside,Southeast,Home & Garden,Throw Pillow,1,240.62,167.4,0.0,240.62,167.4,73.22,Credit Card,VIP
TXN19152,2024-03-27,ST03,Sunset Plaza,West,Home & Garden,Wall Clock,1,138.93,96.72,0.0,138.93,96.72,42.21,Credit Card,Returning
TXN6612,2023-06-08,ST01,Maple Street,Northeast,Electronics,Smart Watch,5,170.51,148.8,0.0,852.55,744.0,108.55,Mobile Payment,VIP
TXN19162,2024-03-27,ST05,Magnolia Square,Southeast,Electronics,Bluetooth Speaker,7,453.42,381.72,0.0,3173.94,2672.04,501.9,Mobile Payment,VIP
TXN15682,2023-12-20,ST06,Riverside,Southeast,Beauty,Lip Balm Set,1,78.95,39.81,0.0,78.95,39.81,39.14,Credit Card,Returning
TXN28193,2024-11-02,ST03,Sunset Plaza,West,Home & Garden,Ceramic Vase,2,114.46,63.06,0.0,228.92,126.12,102.8,Credit Card,Returning
TXN3854,2023-03-28,ST05,Magnolia Square,Southeast,Home & Garden,Garden Hose,1,12.2,7.4,0.0,12.2,7.4,4.8,Credit Card,VIP
TXN31079,2024-12-20,ST03,Sunset Plaza,West,Apparel,Yoga Pants,1,17.57,9.84,0.0,17.57,9.84,7.73,Credit Card,New
TXN13428,2023-11-15,ST01,Maple Street,Northeast,Groceries,Sparkling Water,2,18.43,16.4,0.0,36.86,32.8,4.06,Mobile Payment,Returning
TXN30672,2024-12-14,ST02,Harborview,Northeast,Home & Garden,Patio Chair,1,104.13,61.57,0.0,104.13,61.57,42.56,Credit Card,VIP
TXN17387,2024-02-04,ST02,Harborview,Northeast,Beauty,Hair Serum,1,30.72,18.0,10.0,27.65,18.0,9.65,Credit Card,New
TXN21242,2024-05-19,ST02,Harborview,Northeast,Home & Garden,LED Lamp,1,166.54,99.8,0.0,166.54,99.8,66.74,Credit Card,New
TXN2155,2023-02-09,ST04,Lakeview,Midwest,Home & Garden,Ceramic Vase,3,158.83,97.96,0.0,476.49,293.88,182.61,Debit Card,New
TXN25567,2024-08-24,ST04,Lakeview,Midwest,Beauty,Perfume Spray,2,16.98,10.27,0.0,33.96,20.54,13.42,Credit Card,New
TXN5344,2023-05-05,ST05,Magnolia Square,Southeast,Groceries,Granola Bars,1,33.76,28.63,0.0,33.76,28.63,5.13,Mobile Payment,Returning
TXN26355,2024-09-14,ST01,Maple Street,Northeast,Electronics,Phone Charger,3,209.97,161.75,0.0,629.91,485.25,144.66,Debit Card,New
TXN12013,2023-10-18,ST02,Harborview,Northeast,Home & Garden,Patio Chair,1,75.88,44.61,0.0,75.88,44.61,31.27,Cash,New
TXN23034,2024-06-28,ST04,Lakeview,Midwest,Electronics,Smart Watch,5,159.62,129.51,0.0,798.1,647.55,150.55,Credit Card,New
TXN25491,2024-08-22,ST06,Riverside,Southeast,Apparel,Wool Sweater,2,72.92,43.31,0.0,145.84,86.62,59.22,Credit Card,Returning
TXN15536,2023-12-18,ST04,Lakeview,Midwest,Electronics,Tablet Case,1,333.61,277.71,0.0,333.61,277.71,55.9,Credit Card,Returning
TXN12742,2023-11-04,ST04,Lakeview,Midwest,Electronics,Bluetooth Speaker,3,282.94,243.84,0.0,848.82,731.52,117.3,Debit Card,Returning
TXN11750,2023-10-10,ST02,Harborview,Northeast,Apparel,Casual Sneakers,2,41.99,21.25,0.0,83.98,42.5,41.48,Credit Card,Returning
TXN27235,2024-10-08,ST01,Maple Street,Northeast,Electronics,USB Hub,3,733.47,580.06,5.0,2090.4,1740.18,350.22,Mobile Payment,Returning
TXN29695,2024-11-27,ST06,Riverside,Southeast,Beauty,Body Lotion,2,21.5,13.84,0.0,43.0,27.68,15.32,Cash,New
TXN18704,2024-03-15,ST02,Harborview,Northeast,Apparel,Baseball Cap,4,111.76,62.91,0.0,447.04,251.64,195.4,Debit Card,Returning
TXN30343,2024-12-08,ST03,Sunset Plaza,West,Home & Garden,LED Lamp,4,27.34,19.05,0.0,109.36,76.2,33.16,Mobile Payment,Returning
TXN12661,2023-11-03,ST02,Harborview,Northeast,Electronics,Gaming Mouse,1,508.94,434.87,0.0,508.94,434.87,74.07,Credit Card,Returning
TXN13528,2023-11-16,ST04,Lakeview,Midwest,Home & Garden,Storage Bin,2,231.09,146.96,,462.18,293.92,168.26,Credit Card,Returning
TXN7147,2023-06-19,ST06,Riverside,Southeast,Groceries,Sparkling Water,2,29.77,26.79,0.0,59.54,53.58,5.96,Debit Card,New
TXN9272,2023-08-05,ST05,Magnolia Square,Southeast,Electronics,Phone Charger,2,515.05,437.93,0.0,1030.1,875.86,154.24,Debit Card,Returning
TXN11428,2023-10-01,ST02,Harborview,Northeast,Electronics,Bluetooth Speaker,2,200.51,166.23,0.0,401.02,332.46,68.56,Credit Card,VIP
TXN5755,2023-05-16,ST04,Lakeview,Midwest,Apparel,Running Shoes,1,84.75,41.91,0.0,84.75,41.91,42.84,Debit Card,Returning
TXN3327,2023-03-15,ST05,Magnolia Square,Southeast,Electronics,Wireless Earbuds,1,352.29,275.77,0.0,352.29,275.77,76.52,Credit Card,New
TXN1569,2023-01-21,ST04,Lakeview,Midwest,Groceries,Greek Yogurt,2,12.4,10.19,0.0,24.8,20.38,4.42,Credit Card,Returning
TXN23844,2024-07-15,ST04,Lakeview,Midwest,Apparel,Winter Coat,3,94.23,55.29,0.0,282.69,165.87,116.82,Credit Card,Returning
TXN23329,2024-07-04,ST06,Riverside,Southeast,Electronics,Bluetooth Speaker,3,729.3,644.0,,2187.9,1932.0,255.9,Credit Card,New
TXN16090,2023-12-27,ST04,Lakeview,Midwest,Electronics,USB Hub,4,543.28,454.39,15.0,1847.16,1817.56,29.6,Credit Card,Returning
TXN18718,2024-03-15,ST04,Lakeview,Midwest,Beauty,Facial Cleanser,3,30.41,20.23,0.0,91.23,60.69,30.54,Credit Card,Returning
TXN22340,2024-06-13,ST06,Riverside,Southeast,Electronics,Wireless Earbuds,3,90.1,71.72,0.0,270.3,215.16,55.14,Credit Card,New
TXN9757,2023-08-18,ST04,Lakeview,Midwest,Electronics,USB Hub,3,457.79,368.52,0.0,1373.37,1105.56,267.81,Credit Card,New
TXN11515,2023-10-03,ST06,Riverside,Southeast,Beauty,Facial Cleanser,1,35.79,24.0,0.0,35.79,24.0,11.79,Debit Card,New
TXN22655,2024-06-20,ST04,Lakeview,Midwest,Home & Garden,Storage Bin,4,223.61,161.61,0.0,894.44,646.44,248.0,Mobile Payment,Returning
TXN11239,2023-09-26,ST03,Sunset Plaza,West,Groceries,Trail Mix,2,6.5,5.87,0.0,13.0,11.74,1.26,Cash,Returning
TXN23795,2024-07-14,ST05,Magnolia Square,Southeast,Apparel,Denim Jacket,2,76.88,37.81,0.0,153.76,75.62,78.14,Credit Card,Returning
TXN13576,2023-11-17,ST01,Maple Street,Northeast,Beauty,Face Moisturizer,2,58.65,36.77,0.0,117.3,73.54,43.76,Debit Card,Returning
TXN10702,2023-09-11,ST02,Harborview,Northeast,Home & Garden,Garden Hose,2,217.44,133.4,0.0,434.88,266.8,168.08,Mobile Payment,Returning
TXN18788,2024-03-17,ST04,Lakeview,Midwest,Electronics,Tablet Case,1,230.1,180.06,10.0,207.09,180.06,27.03,Credit Card,New
TXN16250,2023-12-30,ST02,Harborview,Northeast,Groceries,Sparkling Water,2,22.73,20.78,15.0,38.64,41.56,-2.92,Mobile Payment,Returning
TXN20724,2024-05-06,ST02,Harborview,Northeast,Home & Garden,Indoor Planter,1,133.75,95.09,0.0,133.75,95.09,38.66,Credit Card,Returning
TXN26499,2024-09-17,ST06,Riverside,Southeast,Electronics,Gaming Mouse,2,649.2,553.59,15.0,1103.64,1107.18,-3.54,Cash,New
TXN23541,2024-07-09,ST02,Harborview,Northeast,Electronics,Phone Charger,3,353.65,269.14,5.0,1007.91,807.42,200.49,Credit Card,Returning
TXN19802,2024-04-13,ST01,Maple Street,Northeast,Electronics,Wireless Earbuds,1,359.42,269.61,5.0,341.45,269.61,71.84,Mobile Payment,New
TXN1695,2023-01-25,ST04,Lakeview,Midwest,Electronics,Phone Charger,3,337.57,267.69,0.0,1012.71,803.07,209.64,Cash,Returning
TXN23907,2024-07-17,ST01,Maple Street,Northeast,Electronics,Wireless Earbuds,2,735.75,589.77,0.0,1471.5,1179.54,291.96,Debit Card,Returning
TXN9956,2023-08-23,ST05,Magnolia Square,Southeast,Apparel,Winter Coat,5,43.36,26.72,0.0,216.8,133.6,83.2,Credit Card,Returning
TXN7423,2023-06-25,ST03,Sunset Plaza,West,Electronics,Laptop Stand,6,139.08,123.3,0.0,834.48,739.8,94.68,Mobile Payment,New
TXN17197,2024-01-28,ST06,Riverside,Southeast,Apparel,Denim Jacket,3,109.58,64.91,0.0,328.74,194.73,134.01,Credit Card,Returning
TXN12125,2023-10-21,ST04,Lakeview,Midwest,Home & Garden,LED Lamp,2,144.05,99.29,20.0,230.48,198.58,31.9,Debit Card,New
TXN22372,2024-06-14,ST05,Magnolia Square,Southeast,Apparel,Casual Sneakers,1,118.96,72.71,20.0,95.17,72.71,22.46,Mobile Payment,New
TXN27799,2024-10-23,ST04,Lakeview,Midwest,Beauty,Hair Serum,5,18.68,12.59,0.0,93.4,62.95,30.45,Credit Card,Returning
TXN16234,2023-12-29,ST06,Riverside,Southeast,Home & Garden,Garden Hose,2,119.37,79.96,0.0,238.74,159.92,78.82,Credit Card,Returning
TXN30729,2024-12-15,ST01,Maple Street,Northeast,Beauty,Shampoo Bottle,2,16.53,8.72,15.0,28.1,17.44,10.66,Debit Card,Returning
TXN18835,2024-03-19,ST01,Maple Street,Northeast,Electronics,Laptop Stand,4,469.8,357.83,0.0,1879.2,1431.32,447.88,Credit Card,New
TXN15667,2023-12-20,ST06,Riverside,Southeast,Apparel,Baseball Cap,1,97.06,53.82,0.0,97.06,53.82,43.24,Credit Card,New
TXN22363,2024-06-14,ST03,Sunset Plaza,West,Home & Garden,Indoor Planter,2,201.75,134.88,0.0,403.5,269.76,133.74,Debit Card,Returning
TXN8975,2023-07-29,ST03,Sunset Plaza,West,Apparel,Casual Sneakers,1,57.72,29.16,0.0,57.72,29.16,28.56,Credit Card,Returning
TXN9576,2023-08-13,ST03,Sunset Plaza,West,Beauty,Body Lotion,3,59.8,35.17,0.0,179.4,105.51,73.89,Credit Card,Returning
TXN8328,2023-07-15,ST01,Maple Street,Northeast,Home & Garden,Patio Chair,3,165.42,112.22,0.0,496.26,336.66,159.6,Credit Card,Returning
TXN20561,2024-05-02,ST02,Harborview,Northeast,Groceries,Sparkling Water,3,10.87,9.29,10.0,29.34,27.87,1.47,Credit Card,New
TXN9688,2023-08-16,ST04,Lakeview,Midwest,Electronics,Tablet Case,3,470.31,357.3,,1340.37,1071.9,268.47,Debit Card,Returning
TXN30052,2024-12-03,ST04,Lakeview,Midwest,Electronics,Tablet Case,1,544.76,471.98,0.0,544.76,471.98,72.78,Debit Card,Returning
TXN30657,2024-12-13,ST06,Riverside,Southeast,Home & Garden,Patio Chair,1,190.32,121.9,0.0,190.32,121.9,68.42,Cash,VIP
TXN20723,2024-05-06,ST02,Harborview,Northeast,Apparel,Casual Sneakers,4,115.8,53.12,0.0,463.2,212.48,250.72,Credit Card,Returning
TXN13740,2023-11-19,ST04,Lakeview,Midwest,Beauty,Lip Balm Set,2,15.11,9.99,0.0,30.22,19.98,10.24,Mobile Payment,Returning
TXN14291,2023-11-29,ST01,Maple Street,Northeast,Beauty,Lip Balm Set,3,14.06,9.46,20.0,33.75,28.38,5.37,Credit Card,Returning
TXN11204,2023-09-25,ST04,Lakeview,Midwest,Home & Garden,Ceramic Vase,2,49.56,29.58,5.0,94.16,59.16,35.0,Credit Card,New
TXN21178,2024-05-17,ST05,Magnolia Square,Southeast,Beauty,Face Moisturizer,2,6.5,4.49,0.0,13.0,8.98,4.02,Cash,New
TXN9029,2023-07-30,ST03,Sunset Plaza,West,Beauty,Facial Cleanser,2,9.67,6.24,0.0,19.34,12.48,6.86,Debit Card,New
TXN7611,2023-06-29,ST04,Lakeview,Midwest,Electronics,Wireless Earbuds,1,201.9,162.07,0.0,201.9,162.07,39.83,Debit Card,Returning
TXN25847,2024-08-31,ST04,Lakeview,Midwest,Electronics,Tablet Case,1,52.85,45.73,5.0,50.21,45.73,4.48,Debit Card,Returning
TXN6759,2023-06-11,ST02,Harborview,Northeast,Groceries,Greek Yogurt,1,16.06,13.29,15.0,13.65,13.29,0.36,Debit Card,VIP
TXN16837,2024-01-16,ST04,Lakeview,Midwest,Beauty,Lip Balm Set,4,85.73,52.24,0.0,342.92,208.96,133.96,Credit Card,VIP
TXN5844,2023-05-18,ST06,Riverside,Southeast,Apparel,Baseball Cap,5,57.13,35.18,0.0,285.65,175.9,109.75,Credit Card,Returning
TXN21195,2024-05-18,ST02,Harborview,Northeast,Apparel,Running Shoes,2,15.73,7.61,0.0,31.46,15.22,16.24,Mobile Payment,Returning
TXN18451,2024-03-08,ST06,Riverside,Southeast,Groceries,Olive Oil,1,34.32,30.01,5.0,32.6,30.01,2.59,Cash,Returning
TXN14529,2023-12-02,ST06,Riverside,Southeast,Electronics,Bluetooth Speaker,4,114.15,98.35,10.0,410.96,393.4,17.56,Mobile Payment,Returning
TXN6283,2023-05-31,ST03,Sunset Plaza,West,Home & Garden,Wall Clock,1,132.38,80.81,0.0,132.38,80.81,51.57,Credit Card,Returning
TXN23065,2024-06-29,ST02,Harborview,Northeast,Beauty,Hair Serum,3,54.32,35.41,0.0,162.96,106.23,56.73,Credit Card,Returning
TXN6062,2023-05-25,ST01,Maple Street,Northeast,Groceries,Olive Oil,2,26.98,23.22,0.0,53.96,46.44,7.52,Credit Card,Returning
TXN17683,2024-02-13,ST02,Harborview,Northeast,Beauty,Perfume Spray,4,18.29,9.61,0.0,73.16,38.44,34.72,Credit Card,Returning
TXN21689,2024-05-31,ST02,Harborview,Northeast,Beauty,Hair Serum,2,28.74,18.51,0.0,57.48,37.02,20.46,Credit Card,VIP
TXN8630,2023-07-21,ST05,Magnolia Square,Southeast,Groceries,Greek Yogurt,2,30.32,25.38,5.0,57.6,50.76,6.84,Credit Card,VIP
TXN2150,2023-02-09,ST03,Sunset Plaza,West,Beauty,Sunscreen SPF50,2,32.04,21.47,15.0,54.46,42.94,11.52,Credit Card,Returning
TXN14346,2023-11-29,ST06,Riverside,Southeast,Electronics,Bluetooth Speaker,1,368.1,294.99,15.0,312.88,294.99,17.89,Credit Card,Returning
TXN6504,2023-06-05,ST04,Lakeview,Midwest,Groceries,Granola Bars,3,29.3,26.56,15.0,74.7,79.68,-4.98,Cash,Returning
TXN17309,2024-02-01,ST06,Riverside,Southeast,Groceries,Greek Yogurt,9,7.11,6.24,0.0,63.99,56.16,7.83,Credit Card,New
TXN17456,2024-02-06,ST01,Maple Street,Northeast,Groceries,Olive Oil,2,21.12,19.3,0.0,42.24,38.6,3.64,Mobile Payment,New
TXN3562,2023-03-21,ST02,Harborview,Northeast,Groceries,Sparkling Water,2,7.43,6.35,15.0,12.64,12.7,-0.06,Cash,New
TXN20143,2024-04-21,ST06,Riverside,Southeast,Beauty,Shampoo Bottle,1,39.81,20.11,0.0,39.81,20.11,19.7,Credit Card,Returning
TXN14806,2023-12-07,ST03,Sunset Plaza,West,Beauty,Sunscreen SPF50,1,55.79,34.39,0.0,55.79,34.39,21.4,Cash,New
TXN12317,2023-10-26,ST05,Magnolia Square,Southeast,Beauty,Lip Balm Set,2,51.12,31.05,0.0,102.24,62.1,40.14,Debit Card,New
TXN3491,2023-03-19,ST03,Sunset Plaza,West,Electronics,Smart Watch,1,595.12,509.91,0.0,595.12,509.91,85.21,Debit Card,Returning
TXN13638,2023-11-18,ST02,Harborview,Northeast,Beauty,Hair Serum,1,31.41,21.76,20.0,25.13,21.76,3.37,Credit Card,VIP
TXN11579,2023-10-05,ST04,Lakeview,Midwest,Beauty,Perfume Spray,1,56.02,37.62,0.0,56.02,37.62,18.4,Credit Card,New
TXN28296,2024-11-03,ST05,Magnolia Square,Southeast,Electronics,Tablet Case,4,618.65,490.7,15.0,2103.4,1962.8,140.6,Credit Card,VIP
TXN27390,2024-10-12,ST03,Sunset Plaza,West,Home & Garden,Garden Hose,3,187.27,120.95,0.0,561.81,362.85,198.96,Cash,VIP
TXN25351,2024-08-19,ST05,Magnolia Square,Southeast,Electronics,Laptop Stand,1,71.62,54.7,0.0,71.62,54.7,16.92,Credit Card,Returning
TXN21299,2024-05-20,ST06,Riverside,Southeast,Apparel,Cotton T-Shirt,2,16.46,7.96,0.0,32.92,15.92,17.0,Credit Card,New
TXN21778,2024-06-02,ST02,Harborview,Northeast,Beauty,Face Moisturizer,3,24.5,12.76,5.0,69.84,38.28,31.56,Credit Card,New
TXN19762,2024-04-12,ST01,Maple Street,Northeast,Home & Garden,Indoor Planter,1,159.96,91.96,10.0,143.96,91.96,52.0,Credit Card,Returning
TXN11421,2023-10-01,ST02,Harborview,Northeast,Groceries,Trail Mix,2,14.9,13.63,,29.8,27.26,2.54,Credit Card,Returning
TXN12623,2023-11-02,ST03,Sunset Plaza,West,Beauty,Hair Serum,2,74.03,46.3,15.0,125.86,92.6,33.26,Mobile Payment,New
TXN8279,2023-07-13,ST05,Magnolia Square,Southeast,Apparel,Baseball Cap,2,51.63,25.08,0.0,103.26,50.16,53.1,Debit Card,New
TXN11316,2023-09-28,ST04,Lakeview,Midwest,Apparel,Winter Coat,1,77.12,40.06,0.0,77.12,40.06,37.06,Credit Card,Returning
TXN7694,2023-07-01,ST03,Sunset Plaza,West,Groceries,Organic Coffee,3,30.08,27.26,0.0,90.24,81.78,8.46,Debit Card,Returning
TXN8573,2023-07-20,ST02,Harborview,Northeast,Groceries,Greek Yogurt,2,39.22,33.14,0.0,78.44,66.28,12.16,Debit Card,New
TXN22397,2024-06-15,ST01,Maple Street,Northeast,Groceries,Trail Mix,2,4.6,4.05,10.0,8.28,8.1,0.18,Debit Card,Returning
TXN30535,2024-12-11,ST06,Riverside,Southeast,Groceries,Granola Bars,2,35.18,31.93,0.0,70.36,63.86,6.5,Mobile Payment,New
TXN23978,2024-07-18,ST05,Magnolia Square,Southeast,Home & Garden,Throw Pillow,1,145.62,100.55,0.0,145.62,100.55,45.07,Debit Card,Returning
TXN8735,2023-07-23,ST06,Riverside,Southeast,Apparel,Cotton T-Shirt,4,118.64,53.84,10.0,427.12,215.36,211.76,Credit Card,Returning
TXN10910,2023-09-17,ST04,Lakeview,Midwest,Apparel,Running Shoes,1,99.7,60.6,0.0,99.7,60.6,39.1,Cash,New
TXN18333,2024-03-05,ST04,Lakeview,Midwest,Groceries,Greek Yogurt,2,38.03,32.74,15.0,64.66,65.48,-0.82,Credit Card,Returning
TXN6106,2023-05-26,ST04,Lakeview,Midwest,Apparel,Yoga Pants,4,27.5,13.65,5.0,104.48,54.6,49.88,Mobile Payment,Returning
TXN28300,2024-11-03,ST05,Magnolia Square,Southeast,Home & Garden,Wall Clock,1,244.44,179.69,5.0,232.22,179.69,52.53,Debit Card,Returning
TXN10289,2023-09-01,ST05,Magnolia Square,Southeast,Groceries,Olive Oil,3,27.52,23.84,0.0,82.56,71.52,11.04,Credit Card,Returning
TXN30099,2024-12-04,ST03,Sunset Plaza,West,Beauty,Sunscreen SPF50,3,29.52,15.76,0.0,88.56,47.28,41.28,Cash,VIP
TXN28354,2024-11-04,ST05,Magnolia Square,Southeast,Groceries,Organic Coffee,3,10.33,8.91,5.0,29.43,26.73,2.7,Debit Card,New
TXN26826,2024-09-27,ST01,Maple Street,Northeast,Beauty,Facial Cleanser,2,85.84,43.6,0.0,171.68,87.2,84.48,Cash,Returning
TXN28915,2024-11-13,ST06,Riverside,Southeast,Electronics,Gaming Mouse,3,620.93,497.78,0.0,1862.79,1493.34,369.45,Debit Card,Returning
TXN2973,2023-03-06,ST05,Magnolia Square,Southeast,Home & Garden,Ceramic Vase,2,150.05,98.73,5.0,285.1,197.46,87.64,Credit Card,Returning
TXN23476,2024-07-07,ST05,Magnolia Square,Southeast,Electronics,Wireless Earbuds,3,485.13,368.76,0.0,1455.39,1106.28,349.11,Cash,Returning
TXN20330,2024-04-27,ST01,Maple Street,Northeast,Beauty,Sunscreen SPF50,2,42.74,22.3,0.0,85.48,44.6,40.88,Credit Card,New
TXN25151,2024-08-14,ST04,Lakeview,Midwest,Home & Garden,Garden Hose,1,39.99,26.93,0.0,39.99,26.93,13.06,Credit Card,Returning
TXN22267,2024-06-12,ST03,Sunset Plaza,West,Groceries,Sparkling Water,3,33.85,29.82,0.0,101.55,89.46,12.09,Debit Card,New
TXN28364,2024-11-04,ST06,Riverside,Southeast,Home & Garden,Throw Pillow,3,181.83,116.34,0.0,545.49,349.02,196.47,Cash,New
TXN14648,2023-12-04,ST05,Magnolia Square,Southeast,Groceries,Organic Coffee,1,3.55,3.15,15.0,3.02,3.15,-0.13,Debit Card,New
TXN6464,2023-06-04,ST05,Magnolia Square,Southeast,Home & Garden,Wall Clock,4,191.76,134.02,10.0,690.32,536.08,154.24,Debit Card,VIP
TXN17262,2024-01-31,ST03,Sunset Plaza,West,Apparel,Baseball Cap,2,104.69,47.7,0.0,209.38,95.4,113.98,Mobile Payment,VIP
TXN1203,2023-01-08,ST03,Sunset Plaza,West,Beauty,Shampoo Bottle,2,79.71,46.68,0.0,159.42,93.36,66.06,Cash,Returning
TXN5602,2023-05-12,ST05,Magnolia Square,Southeast,Beauty,Sunscreen SPF50,4,69.2,43.14,5.0,262.96,172.56,90.4,Credit Card,Returning
TXN14962,2023-12-09,ST06,Riverside,Southeast,Electronics,Tablet Case,1,475.52,371.1,0.0,475.52,371.1,104.42,Credit Card,New
TXN7620,2023-06-29,ST05,Magnolia Square,Southeast,Electronics,Gaming Mouse,3,204.95,160.56,0.0,614.85,481.68,133.17,Debit Card,Returning
TXN23851,2024-07-15,ST05,Magnolia Square,Southeast,Home & Garden,Ceramic Vase,4,28.56,21.36,0.0,114.24,85.44,28.8,Mobile Payment,Returning
TXN30024,2024-12-02,ST06,Riverside,Southeast,Apparel,Wool Sweater,1,98.11,51.66,0.0,98.11,51.66,46.45,Credit Card,New
TXN12017,2023-10-18,ST03,Sunset Plaza,West,Home & Garden,Patio Chair,3,216.89,159.1,0.0,650.67,477.3,173.37,Mobile Payment,New
TXN24611,2024-08-01,ST05,Magnolia Square,Southeast,Beauty,Sunscreen SPF50,3,57.11,39.08,0.0,171.33,117.24,54.09,Credit Card,New
TXN4372,2023-04-11,ST04,Lakeview,Midwest,Beauty,Lip Balm Set,4,6.1,3.39,5.0,23.16,13.56,9.6,Debit Card,VIP
TXN7083,2023-06-18,ST04,Lakeview,Midwest,Groceries,Trail Mix,2,18.25,16.09,0.0,36.5,32.18,4.32,Cash,VIP
TXN11282,2023-09-27,ST03,Sunset Plaza,West,Home & Garden,Throw Pillow,2,80.98,45.1,5.0,153.86,90.2,63.66,Credit Card,VIP
TXN29437,2024-11-23,ST06,Riverside,Southeast,Apparel,Running Shoes,5,49.48,24.78,10.0,222.65,123.9,98.75,Credit Card,Returning
TXN11220,2023-09-25,ST06,Riverside,Southeast,Electronics,USB Hub,1,395.2,302.38,0.0,395.2,302.38,92.82,Cash,Returning
TXN3619,2023-03-22,ST06,Riverside,Southeast,Home & Garden,Throw Pillow,2,239.59,152.19,0.0,479.18,304.38,174.8,Credit Card,Returning
TXN7219,2023-06-21,ST02,Harborview,Northeast,Apparel,Yoga Pants,2,85.86,41.63,0.0,171.72,83.26,88.46,Credit Card,Returning
TXN17900,2024-02-21,ST03,Sunset Plaza,West,Home & Garden,Wall Clock,4,117.04,67.45,0.0,468.16,269.8,198.36,Debit Card,New
TXN6272,2023-05-31,ST01,Maple Street,Northeast,Apparel,Running Shoes,1,28.73,16.45,20.0,22.98,16.45,6.53,Credit Card,New
TXN2157,2023-02-09,ST05,Magnolia Square,Southeast,Apparel,Yoga Pants,1,107.49,64.03,10.0,96.74,64.03,32.71,Mobile Payment,Returning
TXN26766,2024-09-24,ST06,Riverside,Southeast,Electronics,Gaming Mouse,2,672.84,576.8,0.0,1345.68,1153.6,192.08,Credit Card,New
TXN25810,2024-08-30,ST05,Magnolia Square,Southeast,Home & Garden,Storage Bin,1,62.43,35.05,0.0,62.43,35.05,27.38,Credit Card,New
TXN20956,2024-05-11,ST05,Magnolia Square,Southeast,Electronics,Bluetooth Speaker,4,785.07,645.82,0.0,3140.28,2583.28,557.0,Credit Card,Returning
TXN27977,2024-10-28,ST01,Maple Street,Northeast,Electronics,USB Hub,2,229.89,178.19,5.0,436.8,356.38,80.42,Credit Card,New
TXN13328,2023-11-13,ST03,Sunset Plaza,West,Apparel,Casual Sneakers,4,17.13,9.78,0.0,68.52,39.12,29.4,Credit Card,Returning
TXN28882,2024-11-13,ST02,Harborview,Northeast,Groceries,Sparkling Water,4,2.22,1.95,5.0,8.44,7.8,0.64,Mobile Payment,New
TXN16982,2024-01-21,ST05,Magnolia Square,Southeast,Groceries,Honey Jar,1,31.86,27.12,0.0,31.86,27.12,4.74,Cash,New
TXN28345,2024-11-04,ST04,Lakeview,Midwest,Home & Garden,Ceramic Vase,6,181.23,115.05,5.0,1033.02,690.3,342.72,Mobile Payment,Returning
TXN27502,2024-10-15,ST02,Harborview,Northeast,Electronics,Tablet Case,2,342.39,262.46,5.0,650.54,524.92,125.62,Cash,Returning
TXN8679,2023-07-22,ST06,Riverside,Southeast,Home & Garden,Wall Clock,1,235.97,161.19,20.0,188.78,161.19,27.59,Credit Card,Returning
